id,desafio_id,letra,texto,ods_diretos,ods_indiretos,profundidade,justificativa_profundidade,planejamento_pesos,ferramentas_pesos,created_at,updated_at,gs_project_id,gs_table_name
alt-transporte-a,desafio-transporte-que-divide,A,"Criar um cartaz e um grupo de WhatsApp com os horários atualizados do ônibus (coletados diariamente pelos alunos), dicas de trajetos alternativos e um sistema de aviso de atraso para a coordenação.","[""4 — Educação de Qualidade""]","[""11 — Cidades e Comunidades Sustentáveis""]",Paliativa,"Ajuda a organizar informação existente para reduzir atrasos no curto prazo, mas não altera a oferta real de transporte público.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Recomendada""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Irrelevante""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784233032970,1784233032970,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-transporte-b,desafio-transporte-que-divide,B,"Desenvolver um aplicativo simples (via Glide) de carona solidária exclusivo para a comunidade escolar: pais, professores e alunos maiores de idade oferecem vagas em trajetos pré-definidos, com rotas, horários e avaliações dos motoristas verificados pela escola.","[""11 — Cidades e Comunidades Sustentáveis"",""9 — Indústria, Inovação e Infraestrutura"",""10 — Redução das Desigualdades""]","[""4 — Educação de Qualidade"",""13 — Ação Contra a Mudança Global do Clima""]",Sistêmica,Cria uma alternativa concreta de mobilidade que reduz a dependência do transporte público insuficiente e fortalece os laços da comunidade escolar.,"[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784233032970,1784233032970,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-transporte-c,desafio-transporte-que-divide,C,"Criar um projeto integrado que combine o aplicativo de carona solidária com coleta sistemática de dados de mobilidade, um painel público online com indicadores, uma carta anual de recomendações à Secretaria de Transportes e à Câmara, além de mutirão para construir coberturas nos pontos de ônibus com materiais reciclados e arte dos alunos.","[""11 — Cidades e Comunidades Sustentáveis"",""9 — Indústria, Inovação e Infraestrutura"",""10 — Redução das Desigualdades"",""13 — Ação Contra a Mudança Global do Clima""]","[""4 — Educação de Qualidade"",""16 — Paz, Justiça e Instituições Eficazes"",""17 — Parcerias e Meios de Implementação""]",Transformadora,"Combina solução imediata, dados contínuos e pressão institucional formal, criando um ciclo permanente de melhoria da mobilidade estudantil, com impacto potencialmente replicável em outras escolas.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Essencial""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Essencial""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Recomendada""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784233032970,1784233032970,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-papel-amassado-a,desafio-papel-amassado,A,"Colocar uma caixa de papelão em cada sala, identificada com a palavra 'PAPEL', para os alunos depositarem folhas que não servem mais. Uma vez por semana, dois voluntários recolhem e levam para a cooperativa de reciclagem do bairro.","[""12 — Consumo e Produção Responsáveis""]","[""4 — Educação de Qualidade""]",Paliativa,"Cria um destino melhor para o papel descartado, mas não muda o comportamento de consumo dos alunos nem reduz o desperdício na origem.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784233032970,1784233032970,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-papel-amassado-b,desafio-papel-amassado,B,"Criar blocos de rascunho reaproveitando as folhas usadas só de um lado. Os alunos cortam e grampeiam as folhas para montar bloquinhos que ficam disponíveis na biblioteca e na sala de artes, evitando o uso de papel novo para anotações simples.","[""12 — Consumo e Produção Responsáveis""]","[""4 — Educação de Qualidade""]",Paliativa,"Reaproveita diretamente o papel já usado, evitando compra de papel novo, mas depende de produção manual constante e tem alcance limitado.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784233032970,1784233032970,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-papel-amassado-c,desafio-papel-amassado,C,"Organizar um evento semestral 'Dia do Papel Zero', em que as turmas competem para ver quem gera menos lixo de papel durante uma semana, com a turma vencedora ganhando um passeio ou sessão de cinema. Junto com a competição, a escola implanta as caixas de reciclagem e os blocos de rascunho, criando uma cultura permanente de redução do desperdício.","[""12 — Consumo e Produção Responsáveis"",""4 — Educação de Qualidade""]","[""11 — Cidades e Comunidades Sustentáveis""]",Sistêmica,"Une as duas soluções anteriores a uma competição motivadora, criando um hábito duradouro de redução de desperdício em toda a escola, não apenas um destino melhor para o papel.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Essencial""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784233032970,1784233032970,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-som-a2,desafio-som-que-atrapalha,A,"Criar placas divertidas para pendurar na porta de cada sala: 'Aula em andamento — silêncio, por favor!'. As placas seriam desenhadas pelos próprios alunos em uma oficina de arte.","[""4 — Educação de Qualidade""]","[""9 — Indústria, Inovação e Infraestrutura""]",Paliativa,"Chama atenção para o problema de forma simples, mas depende da boa vontade dos alunos e não ataca as causas estruturais do ruído.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Irrelevante""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784234167569,1784234167569,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-som-b,desafio-som-que-atrapalha,B,"Cortar bolinhas de tênis velhas ou pedaços de borracha e colocá-las nos pés das carteiras e cadeiras, eliminando o ruído de arrastar. Os alunos arrecadam tênis usados e fazem a instalação em um mutirão no sábado.","[""4 — Educação de Qualidade"",""12 — Consumo e Produção Responsáveis""]","[""9 — Indústria, Inovação e Infraestrutura""]",Sistêmica,"Ataca uma das causas físicas diretas do ruído (arrastar de carteiras) reaproveitando material reciclado, envolvendo toda a comunidade escolar em um mutirão.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Essencial""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Recomendada""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Irrelevante""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Recomendada""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Essencial""}]",1784234209126,1784234209126,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-som-c,desafio-som-que-atrapalha,C,"Combinar as placas, os protetores de borracha e uma campanha educativa permanente: cada turma elege um guardiao do silencio que ajuda a manter o nivel de ruido baixo nos corredores, e a cada mes a turma mais silenciosa ganha um recreio estendido. A escola tambem cria um painel com o termometro do barulho medido por um aplicativo simples de decibelimetro baixado no celular.","[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura"",""12 — Consumo e Produção Responsáveis""]","[""3 — Saúde e Bem-Estar""]",Sistêmica,"Une as soluções físicas a uma mudança cultural continua e mensuravel, tornando a gestao do ruido um habito permanente da escola.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Recomendada""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Essencial""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784234240880,1784234240880,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-prova-a,desafio-prova-que-ninguem-entendeu,A,"Criar um grupo de WhatsApp monitorado por um aluno voluntario, onde os colegas podem postar duvidas sobre as questoes e receber explicacoes de outros alunos ou do professor, em horarios combinados.","[""4 — Educação de Qualidade""]","[""9 — Indústria, Inovação e Infraestrutura""]",Paliativa,"Cria um canal rapido de apoio pontual, mas depende de disponibilidade voluntaria e nao organiza o conteudo de forma sistematica.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Irrelevante""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Irrelevante""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Irrelevante""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Irrelevante""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Recomendada""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Irrelevante""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Essencial""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Irrelevante""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Irrelevante""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784234257009,1784234257009,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-prova-b,desafio-prova-que-ninguem-entendeu,B,"Criar um chatbot simples (usando uma plataforma gratuita como o Typebot) programado pelos alunos para responder perguntas frequentes sobre as materias, dar dicas de estudo e explicar conceitos com exemplos. O chatbot fica disponivel no site da escola.","[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura""]",[],Sistêmica,"Cria uma ferramenta disponivel o tempo todo, escalavel para toda a escola, sem depender da disponibilidade de um voluntario humano.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Recomendada""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Irrelevante""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Recomendada""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Irrelevante""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Irrelevante""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Recomendada""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Recomendada""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Irrelevante""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Essencial""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Irrelevante""}]",1784234269980,1784234269980,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
alt-prova-c,desafio-prova-que-ninguem-entendeu,C,"Juntar o chatbot com encontros semanais presenciais no contraturno, onde os alunos se reunem para estudar juntos, tirar duvidas com monitores voluntarios e aprender a usar ferramentas de IA para organizar cronogramas e mapas mentais. O chatbot e alimentado pelas duvidas mais frequentes dos encontros.","[""4 — Educação de Qualidade"",""9 — Indústria, Inovação e Infraestrutura""]","[""10 — Redução das Desigualdades""]",Sistêmica,"Combina tecnologia com encontro humano presencial, criando um ciclo de melhoria continua do chatbot a partir das duvidas reais dos alunos, alcancando quem mais precisa de apoio.","[{""etapa"":""Definir o problema e a causa raiz"",""classificacao"":""Essencial""},{""etapa"":""Definir o público-alvo"",""classificacao"":""Essencial""},{""etapa"":""Estabelecer metas e indicadores de sucesso"",""classificacao"":""Essencial""},{""etapa"":""Levantar recursos necessários (tempo, dinheiro, materiais)"",""classificacao"":""Essencial""},{""etapa"":""Buscar parceiros e apoiadores"",""classificacao"":""Recomendada""},{""etapa"":""Coletar dados e evidências"",""classificacao"":""Essencial""},{""etapa"":""Elaborar cronograma de execução"",""classificacao"":""Essencial""},{""etapa"":""Identificar riscos e planos de contingência"",""classificacao"":""Recomendada""},{""etapa"":""Planejar a comunicação/divulgação"",""classificacao"":""Essencial""},{""etapa"":""Planejar a validação com o público-alvo"",""classificacao"":""Essencial""}]","[{""ferramenta"":""Formulário de pesquisa/entrevista"",""classificacao"":""Essencial""},{""ferramenta"":""Planilha de orçamento"",""classificacao"":""Recomendada""},{""ferramenta"":""Protótipo/maquete física"",""classificacao"":""Recomendada""},{""ferramenta"":""Prototipagem digital (Figma, Canva etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Aplicativo ou site"",""classificacao"":""Irrelevante""},{""ferramenta"":""Rede social para divulgação"",""classificacao"":""Essencial""},{""ferramenta"":""Vídeo/pitch em vídeo"",""classificacao"":""Recomendada""},{""ferramenta"":""Cronograma de tarefas (Trello, Kanban etc.)"",""classificacao"":""Essencial""},{""ferramenta"":""Ferramenta de Inteligência Artificial"",""classificacao"":""Essencial""},{""ferramenta"":""Parcerias institucionais (ONG, prefeitura, empresa)"",""classificacao"":""Recomendada""}]",1784234282960,1784234282960,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_alternativas
