id,titulo,categoria,historia,tempo_estimado,nivel,status,ordem,causas_reais,causas_distratoras,created_at,updated_at,gs_project_id,gs_table_name
desafio-papel-amassado,O Papel Amassado,Sustentabilidade,"Toda sexta-feira, Dona Marta, a faxineira, enche dois sacos enormes com folhas de papel que os alunos jogam no lixo. A maioria são folhas usadas só de um lado, provas antigas e rascunhos amassados. Ela sabe que aquilo poderia ser reaproveitado, mas não tem tempo para separar. A escola não tem um sistema de coleta seletiva, e o papel misturado com restos de comida acaba no aterro sanitário. Um grupo de alunos do 6º ano percebeu a situação e quer fazer algo simples e rápido para mudar esse cenário.",20 minutos,Fácil,Publicado,11,"[""Não existe sistema de coleta seletiva de papel na escola"",""Muitas folhas usadas de um lado só são descartadas sem reaproveitamento"",""Os alunos não têm o hábito de separar papel do lixo comum"",""Dona Marta não tem tempo disponível para separar o material sozinha""]","[""Os alunos usam pouco papel no dia a dia"",""A escola não gera lixo o suficiente para justificar um projeto"",""Reciclagem de papel não compensa financeiramente""]",1784232839922,1784232839922,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-som-que-atrapalha,O Som que Atrapalha,Tecnologia,"Nas salas do corredor principal, o barulho durante as aulas é constante: conversas altas, arrastar de carteiras, portas batendo. Os professores precisam elevar a voz e, mesmo assim, os alunos das fileiras do fundo reclamam que não escutam bem. A escola não tem dinheiro para reforma acústica. Um grupo de alunos do 7º ano, que está aprendendo sobre ondas sonoras em Ciências, quer criar uma solução simples e barata para reduzir o ruído nas salas.",20 minutos,Fácil,Publicado,12,"[""A escola não tem isolamento acústico ou reforma nas salas"",""Os alunos conversam alto e arrastam carteiras sem se dar conta do impacto sonoro"",""As portas batem sem nenhum mecanismo de amortecimento"",""Os alunos do fundo da sala não conseguem ouvir bem o professor por causa do ruído ambiente""]","[""Os professores não sabem dar aula"",""A sala é grande demais para qualquer solução funcionar"",""Os alunos das fileiras do fundo têm problema de audição""]",1784233730522,1784233730522,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-prova-que-ninguem-entendeu,A Prova que Ninguém Entendeu,IA,"O professor de História passou uma prova difícil e, quando devolveu as notas, metade da turma foi mal. Os alunos alegaram que as perguntas eram confusas e que não tiveram tempo para estudar direito. O professor disse que a prova estava clara. Para evitar que isso se repita, um grupo de alunos quer criar um assistente virtual simples que ajude os colegas a entender as questões das provas e a organizar o tempo de estudo, sem dar respostas prontas.",20 minutos,Fácil,Publicado,13,"[""As questões da prova estavam formuladas de forma confusa para os alunos"",""Os alunos não tiveram tempo suficiente para organizar os estudos antes da prova"",""Não existe um canal de tira-dúvidas disponível fora do horário de aula"",""Os alunos não têm o hábito de revisar o conteúdo com antecedência""]","[""O professor não gosta dos alunos"",""A matéria de História é sempre difícil para todo mundo"",""Os alunos não estudaram porque preferem jogar videogame""]",1784233730522,1784233730522,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-doce-que-ninguem-compra,O Doce que Ninguém Compra,Empreendedorismo,"Dona Vera é a doceira mais famosa do bairro, mas suas vendas caíram porque ela não sabe usar o celular para divulgar os produtos. Seus brigadeiros, bolos e cocadas são deliciosos, mas só quem passa em frente à sua janela sabe que ela vende. Os alunos da escola, que adoram os doces dela, querem ajudar Dona Vera a divulgar seu trabalho usando ferramentas simples e gratuitas, e de quebra aprender como ajudar outros pequenos comerciantes do bairro.",20 minutos,Fácil,Publicado,14,"[""Dona Vera não sabe usar ferramentas digitais para divulgar seus produtos"",""Só quem passa fisicamente em frente à casa dela sabe que ela vende doces"",""Não existe nenhum canal de contato rápido (como WhatsApp) para fazer encomendas"",""Pequenos comerciantes do bairro enfrentam a mesma dificuldade de divulgação""]","[""Os doces de Dona Vera não são mais tão bons quanto antes"",""Não existe demanda no bairro por doces caseiros"",""Dona Vera cobra caro demais pelos produtos""]",1784233730522,1784233730522,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-merenda-que-sobra,A Merenda que Sobra,Ciências,"No refeitório da escola, todo dia é a mesma cena: frutas inteiras, pães e legumes voltam para a cozinha praticamente intocados. As crianças preferem comer salgadinhos e doces trazidos de casa, e a merendeira, Dona Fátima, fica triste vendo o desperdício. A nutricionista da escola explica que aqueles alimentos são essenciais para a saúde, mas o sabor e a apresentação não agradam os alunos. Um grupo do 5º ano quer melhorar a aceitação da merenda sem gastar dinheiro extra.",20 minutos,Fácil,Publicado,15,"[""O sabor e a apresentação dos alimentos saudáveis não agradam visualmente os alunos"",""Os alunos preferem trazer salgadinhos e doces de casa em vez de comer a merenda"",""Não existe um processo participativo dos alunos na escolha/apresentação do cardápio"",""Faltam campanhas educativas contínuas sobre a importância da alimentação saudável""]","[""A comida da escola é de má qualidade nutricional"",""Dona Fátima não sabe cozinhar bem"",""Não há verba nenhuma disponível para a merenda""]",1784233730522,1784233730522,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-recreio-sem-graca,O Recreio Sem Graça,Criatividade,"O recreio da escola é sempre igual: os alunos ficam no pátio, correm um pouco e, quando chove, todos se amontoam nos corredores porque a quadra fica escorregadia. Não há jogos, brinquedos ou atividades organizadas. Um grupo de alunos do 4º ano sente falta de coisas divertidas para fazer durante os 20 minutos de intervalo e quer criar opções simples e baratas para deixar o recreio mais animado.",20 minutos,Fácil,Publicado,16,"[""Não existem jogos, brinquedos ou atividades organizadas disponíveis no recreio"",""A quadra fica escorregadia e inutilizável em dias de chuva, sem alternativa coberta"",""Não há nenhum espaço ou estrutura pensada para tornar o intervalo mais dinâmico"",""Os alunos não têm papel ativo na organização do próprio tempo de lazer na escola""]","[""Os alunos não gostam de brincar"",""O pátio é pequeno demais para qualquer atividade"",""A escola já tem uma boa estrutura de lazer, só falta divulgação""]",1784233730522,1784233730522,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-muro-que-ninguem-ve,O Muro que Ninguém Vê,Liderança,"O muro lateral da escola está pichado e sujo há meses. Os vizinhos reclamam, mas ninguém toma providência. Os alunos do 9º ano acham que o muro poderia ser um cartão postal do bairro, e não um ponto de descuido. Eles querem revitalizar o muro com arte e, ao mesmo tempo, conscientizar sobre o respeito ao patrimônio público.",20 minutos,Fácil,Publicado,17,"[""O muro ficou pichado e sujo por meses sem qualquer intervenção da comunidade ou da prefeitura"",""Não existe um responsável definido pela manutenção e conservação do espaço"",""A falta de cuidado com o local incentiva novos atos de vandalismo"",""Os moradores reclamam mas não têm um canal organizado para cobrar providências""]","[""Os moradores gostam da aparência atual do muro"",""A escola não tem interesse na aparência do bairro"",""Não existe tinta ou material disponível em lugar nenhum da cidade""]",1784234746681,1784234746681,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-festa-junina-que-quase-acabou,A Festa Junina que Quase Acabou,Criatividade,"A tradicional festa junina da escola corre o risco de não acontecer por falta de voluntários e ideias novas. As barracas estão repetitivas, poucos pais participam e os alunos mais velhos acham 'coisa de criança'. Um grupo de alunos do 8º ano quer resgatar a festa, valorizando a cultura local e envolvendo toda a comunidade escolar de um jeito novo, mas mantendo as tradições.",20 minutos,Fácil,Publicado,18,"[""Falta de voluntários para organizar as barracas e atividades da festa"",""As barracas são repetitivas ano após ano, sem novidades que atraiam o público"",""Os alunos mais velhos não se sentem representados na programação atual"",""Poucos pais participam ativamente da organização do evento""]","[""Os alunos não gostam de festas tradicionais"",""A direção decidiu cancelar a festa definitivamente"",""Não existe verba nenhuma disponível para qualquer atividade cultural""]",1784234746681,1784234746681,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-caminho-da-escola,O Caminho da Escola,Empreendedorismo,"Muitos alunos que moram nos bairros vizinhos chegam atrasados porque a única linha de ônibus que passa perto da escola vive lotada e não tem horário fixo. Quem mora mais longe precisa andar quase 20 minutos do ponto até o portão, e em dias de chuva a situação piora. Os alunos do 7º ano querem criar uma solução simples para melhorar a pontualidade e a segurança no trajeto.",20 minutos,Fácil,Publicado,19,"[""Existe apenas uma linha de ônibus disponível, que opera lotada e sem horário fixo"",""O trajeto a pé do ponto de ônibus até a escola é longo, cerca de 20 minutos"",""Não há informação organizada sobre horários e rotas alternativas"",""Em dias de chuva, o problema de deslocamento se agrava significativamente""]","[""Os alunos chegam atrasados de propósito"",""A escola poderia simplesmente atrasar o horário de entrada para resolver tudo"",""Não existe interesse real dos alunos em resolver a mobilidade""]",1784234746681,1784234746681,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-rio-que-o-progresso-escondeu,O Rio que o Progresso Escondeu,Sustentabilidade,"O Córrego das Pedras já foi o orgulho da cidade. Há cinquenta anos, as famílias pescavam e nadavam em suas águas cristalinas. Hoje, ele está canalizado sob a avenida principal, coberto por concreto, invisível para a maioria da população. O que sobrou a céu aberto é um fio de água barrenta, com lixo acumulado nas margens e cheiro forte de esgoto. Apenas os moradores mais antigos lembram do córrego vivo. Uma equipe de alunos do Ensino Médio, durante uma pesquisa de campo para a disciplina de Biologia, encontrou um relatório da Secretaria de Meio Ambiente que aponta a contaminação do lençol freático na região do antigo córrego, agravando as enchentes no período de chuvas. O documento recomenda a revitalização, mas o custo estimado é de milhões, e a prefeitura alega falta de verba. Os alunos acreditam que é possível iniciar um movimento que una poder público, iniciativa privada e comunidade para trazer o córrego de volta à vida, mesmo que em etapas.",40 minutos,Difícil,Publicado,20,"[""O córrego foi canalizado e coberto por concreto, perdendo sua função ecológica original"",""Existe contaminação documentada do lençol freático na região do antigo córrego"",""O lixo acumulado nas margens e o esgoto despejado agravam a poluição da água"",""A falta de investimento público contínuo impede a revitalização da área"",""A ausência de mata ciliar e áreas verdes aumenta o risco de enchentes na região""]","[""O córrego nunca teve água limpa em toda sua história"",""A canalização foi feita exclusivamente para proteger os moradores, sem efeitos colaterais"",""Não existe qualquer registro histórico do córrego vivo"",""A prefeitura já resolveu completamente o problema há anos""]",1784234746681,1784234746681,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-cidade-no-escuro,A Cidade no Escuro,Tecnologia,"Bairros inteiros da periferia da cidade sofrem com quedas constantes de energia elétrica, especialmente em dias de chuva forte. Isso não só interrompe as aulas online e o funcionamento de postos de saúde, como também estraga alimentos e equipamentos. Os moradores já fizeram abaixo-assinados, mas a concessionária alega que a infraestrutura é antiga e a modernização depende de investimentos do governo federal. Um grupo de alunos do Ensino Médio, que participa de um clube de robótica, ficou revoltado ao ver a geladeira da escola, cheia de merenda, estragar depois de um apagão de 12 horas. Eles querem criar uma solução tecnológica comunitária que, além de minimizar os impactos das quedas, coleta dados consistentes para pressionar o poder público por uma solução definitiva.",40 minutos,Difícil,Publicado,21,"[""Infraestrutura elétrica antiga e sem manutenção adequada"",""Falta de investimento em modernização da rede pela concessionária"",""Chuvas fortes que sobrecarregam o sistema elétrico deficiente"",""Ausência de dados consistentes para pressionar o poder público""]","[""Os moradores usam energia elétrica de forma excessiva"",""A escola não paga as contas de luz em dia"",""Falta de vontade dos próprios moradores em resolver o problema"",""Os alunos não se interessam por tecnologia""]",1784236435338,1784236435338,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-invisiveis-da-cidade,Os Invisíveis da Cidade,IA,"Mais de 280 mil pessoas vivem em situação de rua no Brasil, um número que cresceu significativamente na última década. Em uma grande capital, um grupo de alunos do Ensino Médio participou de uma ação voluntária de distribuição de sopa e ficou chocado com a quantidade de crianças e idosos dormindo nas calçadas. Eles perceberam que, além da fome e do frio, o maior problema é a invisibilidade: o poder público não tem dados precisos sobre essas pessoas, e muitas políticas sociais não chegam a quem precisa. Os alunos querem usar tecnologia e inteligência artificial para mapear, conectar e dar voz a essa população, respeitando sua privacidade e dignidade.",40 minutos,Difícil,Publicado,22,"[""Falta de dados precisos sobre a população em situação de rua"",""Políticas públicas que não conseguem alcançar quem mais precisa"",""Aumento do número de pessoas em situação de rua na última década"",""Invisibilidade social que impede o acesso a serviços básicos""]","[""As pessoas em situação de rua preferem viver assim"",""Falta de interesse da sociedade em ajudar"",""Os serviços de assistência social não existem na cidade"",""A causa é exclusivamente a falta de emprego""]",1784236435338,1784236435338,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-talento-que-o-brasil-desperdica,O Talento que o Brasil Desperdiça,Empreendedorismo,"O Brasil é o país com o maior número de jovens ""nem-nem"" (que não estudam nem trabalham) da América Latina. São milhões de pessoas entre 18 e 24 anos que abandonaram a escola e não encontram emprego por falta de experiência e qualificação. Muitos têm talentos inexplorados: sabem cozinhar, consertar celulares, trançar cabelo, fazer unhas artísticas, mas não sabem como transformar isso em renda. Uma pesquisa feita por alunos do 3º ano do Ensino Médio na própria comunidade revelou dezenas de casos assim. Eles querem criar um ecossistema de apoio ao microempreendedorismo jovem, que vá além de um curso de capacitação e gere impacto duradouro.",40 minutos,Difícil,Publicado,23,"[""Falta de qualificação formal e experiência profissional dos jovens"",""Ausência de apoio para transformar habilidades informais em renda"",""Alto número de jovens que abandonaram os estudos"",""Falta de acesso a crédito e orientação para microempreendedorismo""]","[""Os jovens não têm talento ou vontade de trabalhar"",""Não existem empregos disponíveis em nenhum lugar do país"",""A educação pública é totalmente responsável pelo desemprego"",""Os jovens preferem não trabalhar""]",1784236435338,1784236435338,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-epidemia-silenciosa,A Epidemia Silenciosa,Ciências,"A dengue, a zika e a chikungunya continuam fazendo milhares de vítimas todos os anos no Brasil, apesar das campanhas de prevenção. Em um bairro periférico de uma grande cidade, o posto de saúde registrou um aumento de 300% nos casos em relação ao ano anterior. As equipes de agentes de endemias são insuficientes, e muitos moradores desconfiam das visitas ou simplesmente não permitem a entrada em suas casas. Um grupo de alunos do Ensino Médio, que teve colegas e familiares doentes, decidiu agir. Eles querem criar uma solução que una tecnologia, mobilização comunitária e pressão política para reduzir os focos do mosquito e, ao mesmo tempo, melhorar o atendimento aos infectados.",40 minutos,Difícil,Publicado,24,"[""Acúmulo de água parada em terrenos baldios e residências"",""Equipes de agentes de endemias insuficientes para a demanda"",""Desconfiança dos moradores em relação às visitas dos agentes"",""Aumento expressivo de casos de dengue, zika e chikungunya""]","[""O clima quente é o único responsável pelas doenças"",""Os moradores são os únicos culpados pela proliferação do mosquito"",""As campanhas de prevenção nunca existiram"",""A vacina resolveria o problema imediatamente""]",1784236435338,1784236435338,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
desafio-abismo-digital,O Abismo Digital,Criatividade,"Durante a pandemia, ficou claro que milhões de estudantes brasileiros não têm acesso à internet de qualidade ou a dispositivos adequados para o ensino remoto. Mesmo com a volta às aulas presenciais, a desigualdade digital persiste: muitos alunos não conseguem fazer pesquisas, entregar trabalhos online ou acessar plataformas educacionais. Na escola de um bairro carente, 40% dos alunos dependem exclusivamente do celular dos pais para estudar, e a conexão é instável. Um grupo de alunos do 2º ano do Ensino Médio, que sentiu essa dificuldade na pele, quer criar uma solução que garanta inclusão digital permanente para todos, independentemente de sua condição financeira.",40 minutos,Difícil,Publicado,25,"[""Falta de acesso à internet de qualidade em casa"",""Dependência exclusiva do celular dos pais para estudar"",""Ausência de dispositivos adequados (computadores, tablets) para os alunos"",""Desigualdade digital que persiste mesmo depois da pandemia""]","[""Os alunos não têm interesse em estudar"",""As escolas não oferecem aulas de qualidade"",""Os professores não sabem usar tecnologia"",""A internet é cara demais para qualquer pessoa ter acesso""]",1784236435338,1784236435338,12c315b2-ad5c-45ab-bca1-36549e202d22,hack_desafios
